"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BGCP","BGC Partners, Inc.","9.16","669687600","n/a","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BGCP&selected=BGCP",
"BIDZ","Bidz.com, Inc.","1.25","24223750","n/a","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BIDZ&selected=BIDZ",
"BGFV","Big 5 Sporting Goods Corporation","10.25","223890750","2002","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BGFV&selected=BGFV",
"BBND","BigBand Networks, Inc.","2.42","169506480","2007","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BBND&selected=BBND",
"BASI","Bioanalytical Systems, Inc.","2.4","11796000","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BASI&selected=BASI",
"BIOC","BioClinica, Inc","5.28","82626720","n/a","Health Care","Precision Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BIOC&selected=BIOC",
"BCRX","BioCryst Pharmaceuticals, Inc.","3.48","156332040","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BCRX&selected=BCRX",
"BIOD","Biodel Inc.","2.08","54982720","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BIOD&selected=BIOD",
"BDSI","BioDelivery Sciences International, Inc.","3.61","86809670","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BDSI&selected=BDSI",
"BIOF","BioFuel Energy Corp.","0.7449","77272946.4","2007","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BIOF&selected=BIOF",
"BIIB","Biogen Idec Inc","96.48","23243189760","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BIIB&selected=BIIB",
"BLTI","BioLase Technology, Inc.","5.5","151140000","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BLTI&selected=BLTI",
"BMRN","BioMarin Pharmaceutical Inc.","25.81","2857760630","1999","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BMRN&selected=BMRN",
"BMTI","BioMimetic Therapeutics, Inc.","12.9","358813500","2006","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BMTI&selected=BMTI",
"BNVI","Bionovo, Inc.","0.6005","32763880.5","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BNVI&selected=BNVI",
"BRLI","Bio-Reference Laboratories, Inc.","24.3","678285900","n/a","Health Care","Medical Specialities","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BRLI&selected=BRLI",
"BPAX","Biosante Pharmaceuticals, Inc.","2.28","213387480","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BPAX&selected=BPAX",
"BIOS","BioScrip, Inc.","6.6","376516800","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BIOS&selected=BIOS",
"BSTC","BioSpecifics Technologies Corp","23.1","145391400","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BSTC&selected=BSTC",
"BSPM","Biostar Pharmaceuticals, Inc.","1.55","42449850","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BSPM&selected=BSPM",
"BDMS","Birner Dental Management Services, Inc.","19.501","36076850","1998","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BDMS&selected=BDMS",
"BITS","Bitstream Inc.","5.74","58496340","1996","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BITS&selected=BITS",
"BJRI","BJ's Restaurants, Inc.","46.03","1262648930","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BJRI&selected=BJRI",
"BBOX","Black Box Corporation","33.83","600956120","n/a","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BBOX&selected=BBOX",
"BDE","Black Diamond, Inc.","6.97","151513860","1996","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BDE&selected=BDE",
"BLKB","Blackbaud, Inc.","26.58","1182810000","2004","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BLKB&selected=BLKB",
"BBBB","Blackboard Inc.","47.59","1650183250","2004","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BBBB&selected=BBBB",
"BKCC","BlackRock Kelso Capital Corporation","10.3","749644300","2007","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BKCC&selected=BKCC",
"ADRA","BLDRS Asia 50 ADR Index Fund","28.14","45024000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADRA&selected=ADRA",
"ADRD","BLDRS Developed Markets 100 ADR Index Fund","23.2696","81443600","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADRD&selected=ADRD",
"ADRE","BLDRS Emerging Markets 50 ADR Index Fund","46.6899","597630720","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADRE&selected=ADRE",
"ADRU","BLDRS Europe 100 ADR Index Fund","23.16","22002000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ADRU&selected=ADRU",
"BCSI","Blue Coat Systems Inc","27.54","1197907380","n/a","Technology","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BCSI&selected=BCSI",
"BDCO","Blue Dolphin Energy Company","5.44","11260800","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BDCO&selected=BDCO",
"NILE","Blue Nile, Inc.","58.09","835682740","2004","Consumer Services","Consumer Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NILE&selected=NILE",
"BFLY","Bluefly, Inc.","2.976","73230432","n/a","Consumer Services","Catalog/Specialty Distribution","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BFLY&selected=BFLY",
"BPHX","BluePhoenix Solutions, Ltd.","1.8001","43301405.5","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BPHX&selected=BPHX",
"BMC","BMC Software, Inc.","49.07","8764932470","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BMC&selected=BMC",
"BNCN","BNC Bancorp","7.4","67044000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BNCN&selected=BNCN",
"BOBE","Bob Evans Farms, Inc.","31","939424000","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BOBE&selected=BOBE",
"BODY","Body Central Corp.","23.08","355570480","1991","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BODY&selected=BODY",
"BOFI","BofI Holding, Inc.","15.32","156815520","2005","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BOFI&selected=BOFI",
"WIFI","Boingo Wireless, Inc.","12.1","393588800","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=WIFI&selected=WIFI",
"BOKF","BOK Financial Corporation","53.87","3677920380","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BOKF&selected=BOKF",
"BOLT","Bolt Technology Corporation","14.58","125679600","1981","Energy","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BOLT&selected=BOLT",
"BONA","Bona Film Group Limited","5.28","309930720","2010","Consumer Services","Movies/Entertainment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BONA&selected=BONA",
"BNSO","Bonso Electronics International, Inc.","2.04","10703880","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BNSO&selected=BNSO",
"BAMM","Books-A-Million, Inc.","4.52","70213680","1992","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BAMM&selected=BAMM",
"BPFH","Boston Private Financial Holdings, Inc.","6.8","520064000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BPFH&selected=BPFH",
"BPFHW","Boston Private Financial Holdings, Inc.","2.38","6873440","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BPFHW&selected=BPFHW",
"EPAY","Bottomline Technologies, Inc.","25.25","838653500","1999","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=EPAY&selected=EPAY",
"BBRG","Bravo Brio Restaurant Group, Inc.","20.03","385597530","2010","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BBRG&selected=BBRG",
"BBEP","BreitBurn Energy Partners, L.P.","21.09","1245153600","2006","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BBEP&selected=BBEP",
"BDGE","Bridge Bancorp, Inc.","21.16","135656760","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BDGE&selected=BDGE",
"BBNK","Bridge Capital Holdings","10.49","153279880","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BBNK&selected=BBNK",
"BLIN          ","Bridgeline Digital, Inc.","1.22","14915720","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BLIN          &selected=BLIN          ",
"BRID","Bridgford Foods Corporation","9.63","89732340","n/a","Consumer Non-Durables","Specialty Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BRID&selected=BRID",
"BEXP","Brigham Exploration Company","28.5","3333616500","1997","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BEXP&selected=BEXP",
"CELL","Brightpoint, Inc.","9.06","615835380","1994","Consumer Non-Durables","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CELL&selected=CELL",
"BKBK","Britton & Koontz Capital Corporation","12.9799","27802945.8","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BKBK&selected=BKBK",
"BRCM","Broadcom Corporation","34.86","16897757520","1998","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BRCM&selected=BRCM",
"BSFT","BroadSoft, Inc.","40.38","1035545100","2010","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BSFT&selected=BSFT",
"BVSN","BroadVision, Inc.","12.89","57772980","1996","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BVSN&selected=BVSN",
"BYFC","Broadway Financial Corporation","2.31","4028640","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BYFC&selected=BYFC",
"BWEN","Broadwind Energy, Inc.","1.56","166946520","n/a","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BWEN&selected=BWEN",
"BRCD","Brocade Communications Systems, Inc.","6.14","2900609680","1999","Technology","Computer peripheral equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BRCD&selected=BRCD",
"BRNC","Bronco Drilling Company, Inc.","10.97","315936000","1999","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BRNC&selected=BRNC",
"BRKL","Brookline Bancorp, Inc.","9.11","538145920","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BRKL&selected=BRKL",
"BFSB","Brooklyn Federal Bancorp, Inc.","0.5025","6476722.5","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BFSB&selected=BFSB",
"BRKS","Brooks Automation, Inc.","11.75","768626250","1995","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BRKS&selected=BRKS",
"BRKR","Bruker Corporation","18.78","3102944280","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BRKR&selected=BRKR",
"BMTC","Bryn Mawr Bank Corporation","19.9","247954000","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BMTC&selected=BMTC",
"BSDM","BSD Medical Corporation","3.89","114541050","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BSDM&selected=BSDM",
"BSQR","BSQUARE Corporation","6.7","70028400","1999","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BSQR&selected=BSQR",
"BTUI","BTU International, Inc.","10.02","93867360","1989","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BTUI&selected=BTUI",
"BUCY","Bucyrus International, Inc.","91.46","7409357520","2004","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BUCY&selected=BUCY",
"BWLD","Buffalo Wild Wings, Inc.","60","1093440000","2003","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BWLD&selected=BWLD",
"BLDR","Builders FirstSource, Inc.","2.46","238049280","2005","Consumer Services","RETAIL: Building Materials","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BLDR&selected=BLDR",
"CFFI","C&F Financial Corporation","20.75","64843750","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CFFI&selected=CFFI",
"CHRW","C.H. Robinson Worldwide, Inc.","78.85","13102189100","1997","Transportation","Oil Refining/Marketing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHRW&selected=CHRW",
"CA","CA Inc.","24.48","12486097440","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CA&selected=CA",
"CCMP","Cabot Microelectronics Corporation","48.65","1130869250","2000","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCMP&selected=CCMP",
"CACH","Cache, Inc.","5.62","71896660","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CACH&selected=CACH",
"CDNS","Cadence Design Systems, Inc.","10.24","2750187520","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CDNS&selected=CDNS",
"CADX","Cadence Pharmaceuticals, Inc.","8.3","515139500","1985","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CADX&selected=CADX",
"CDZI","Cadiz, Inc.","11.95","165232650","n/a","Public Utilities","Water Supply","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CDZI&selected=CDZI",
"CLMS","Calamos Asset Management, Inc.","15.66","315157500","2004","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CLMS&selected=CLMS",
"CAMP","CalAmp Corp.","2.97","83590650","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAMP&selected=CAMP",
"CVGW","Calavo Growers, Inc.","19.42","285474000","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CVGW&selected=CVGW",
"CFNB","California First National Bancorp","14.9","153499800","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CFNB&selected=CFNB",
"CPKI","California Pizza Kitchen, Inc.","15.59","383217790","2000","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPKI&selected=CPKI",
"CALP","Caliper Life Sciences Inc","6.69","348314850","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CALP&selected=CALP",
"CALPW","Caliper Life Sciences Inc","0.43","2332750","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CALPW&selected=CALPW",
"CALD","Callidus Software, Inc.","6.64","222114640","2000","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CALD&selected=CALD",
"CALM","Cal-Maine Foods, Inc.","27.95","599611350","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CALM&selected=CALM",
"CLMT","Calumet Specialty Products Partners, L.P.","20.79","827026200","1996","Energy","Integrated oil Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CLMT&selected=CLMT",
"ABCD","Cambium Learning Group, Inc.","3.25","142574250","n/a","Consumer Services","Publishing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ABCD&selected=ABCD",
"CAFI","Camco Financial Corporation","1.68","12106080","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAFI&selected=CAFI",
"CAC","Camden National Corporation","33.92","259793280","1987","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAC&selected=CAC",
"CAMT","Camtek Ltd.","3.5301","103273075.5","2000","Capital Goods","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAMT&selected=CAMT",
"CSIQ","Canadian Solar Inc.","9.76","424140320","2006","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CSIQ&selected=CSIQ",
"CPHC","Canterbury Park Holding Corporation","13.04","52733760","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPHC&selected=CPHC",
"CBNJ","Cape Bancorp, Inc.","10.25","136468500","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBNJ&selected=CBNJ",
"CPLA","Capella Education Company","50.69","826551140","2006","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPLA&selected=CPLA",
"CBKN","Capital Bank Corporation","4.21","359917110","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBKN&selected=CBKN",
"CCBG","Capital City Bank Group","11.02","188662400","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCBG&selected=CCBG",
"CPLP","Capital Product Partners L.P.","11.27","427651420","2007","Transportation","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPLP&selected=CPLP",
"CSWC","Capital Southwest Corporation","94.74","355559220","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CSWC&selected=CSWC",
"CFFN","Capitol Federal Financial","11.01","1844108940","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CFFN&selected=CFFN",
"CAPS","Capstone Therapeutics Corp","0.295","12028625","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAPS&selected=CAPS",
"CPST","Capstone Turbine Corporation","1.81","445231040","1986","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPST&selected=CPST",
"CRDC","Cardica, Inc.","3.76","96605680","2006","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRDC&selected=CRDC",
"CFNL","Cardinal Financial Corporation","10.97","315595930","1998","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CFNL&selected=CFNL",
"CRME","Cardiome Pharma Corporation","5.11","312266990","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRME&selected=CRME",
"BEAT","CardioNet, Inc.","4.96","119774080","2008","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BEAT&selected=BEAT",
"CSII","Cardiovascular Systems, Inc.","11.02","178402780","1981","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CSII&selected=CSII",
"CATM","Cardtronics, Inc.","20.05","862109900","2007","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CATM&selected=CATM",
"CECO","Career Education Corporation","21.53","1665582330","1998","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CECO&selected=CECO",
"CBOU","Caribou Coffee Company, Inc.","9.37","191653980","2005","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBOU&selected=CBOU",
"CKEC","Carmike Cinemas, Inc.","7.48","99723360","n/a","Consumer Services","Movies/Entertainment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CKEC&selected=CKEC",
"CLBH","Carolina Bank Holdings Inc.","3.67","12430290","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CLBH&selected=CLBH",
"CART","Carolina Trust Bank","3.1","14365400","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CART&selected=CART",
"CRZO","Carrizo Oil & Gas, Inc.","36.16","1406804800","1997","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRZO&selected=CRZO",
"CRRB","Carrollton Bancorp","4.51","11604230","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRRB&selected=CRRB",
"TAST","Carrols Restaurant Group, Inc.","9.29","201044890","2006","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TAST&selected=TAST",
"CARV","Carver Bancorp, Inc.","0.501","1265025","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CARV&selected=CARV",
"CASM","CAS Medical Systems, Inc.","2.6","35224800","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CASM&selected=CASM",
"CACB","Cascade Bancorp","9.28","436735360","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CACB&selected=CACB",
"CASB","Cascade Financial Corp.","0.425","5215600","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CASB&selected=CASB",
"CSCD","Cascade Microtech, Inc.","6.52","94833400","2004","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CSCD&selected=CSCD",
"CWST","Casella Waste Systems, Inc.","6.54","165658200","1997","Public Utilities","Environmental Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CWST&selected=CWST",
"CASY","Caseys General Stores, Inc.","38.5","1461113500","1983","Consumer Durables","Automotive Aftermarket","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CASY&selected=CASY",
"CASS","Cass Information Systems, Inc","37.5","352762500","n/a","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CASS&selected=CASS",
"CMRG","Casual Male Retail Group, Inc.","3.98","190188280","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CMRG&selected=CMRG",
"CHSI","Catalyst Health Solutions, Inc","60.09","2703569280","n/a","Finance","Specialty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHSI&selected=CHSI",
"CPRX","Catalyst Pharmaceutical Partners, Inc.","1.13","21916350","2006","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPRX&selected=CPRX",
"CATY","Cathay General Bancorp","16.77","1318440630","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CATY&selected=CATY",
"CVCO","Cavco Industries, Inc.","42.7","291128600","n/a","Basic Industries","Homebuilding","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CVCO&selected=CVCO",
"CAVO","Cavico Corp.","1.02","4090200","n/a","Basic Industries","Engineering & Construction","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAVO&selected=CAVO",
"CAVM","Cavium Networks, Inc.","44.31","2085095670","2007","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAVM&selected=CAVM",
"CAZA","Cazador Acquisition Corporation Ltd.","9.6992","48496000","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAZA&selected=CAZA",
"CAZAU","Cazador Acquisition Corporation Ltd.","9.9544","45790240","2010","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAZAU&selected=CAZAU",
"CAZAW","Cazador Acquisition Corporation Ltd.","0.41","3419400","n/a","Finance","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAZAW&selected=CAZAW",
"CBEY","Cbeyond, Inc.","12.99","403872090","2005","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBEY&selected=CBEY",
"CBOE","CBOE Holdings, Inc.","26.28","1360857240","2010","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBOE&selected=CBOE",
"CHINA","CDC Corporation","2.98","117775560","1999","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHINA&selected=CHINA",
"CDCS","CDC Software Corporation","5.32","27009640","2009","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CDCS&selected=CDCS",
"CFK","CE Franklin Ltd.","9.64","172797000","n/a","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CFK&selected=CFK",
"CECE","CECO Environmental Corp.","6.01","86123300","n/a","Capital Goods","Pollution Control Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CECE&selected=CECE",
"CRA","Celera Corporation","8.06","661548680","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRA&selected=CRA",
