"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CELG","Celgene Corporation","60.95","28685508000","1987","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CELG&selected=CELG",
"CELGZ","Celgene Corporation","2.5001","107504300","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CELGZ&selected=CELGZ",
"CTIC","Cell Therapeutics, Inc.","0.3441","330611624.1","1997","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CTIC&selected=CTIC",
"CLDX","Celldex Therapeutics, Inc","3.99","127899450","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CLDX&selected=CLDX",
"CLSN","Celsion Corporation","2.7","37405800","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CLSN&selected=CLSN",
"CNBC","Center Bancorp, Inc.","9.63","156882330","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CNBC&selected=CNBC",
"CLFC","Center Financial Corporation","7.19","286988850","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CLFC&selected=CLFC",
"CSFL","CenterState Banks, Inc.","5.79","173728950","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CSFL&selected=CSFL",
"CEBK","Central Bancorp, Inc","18.973","31627991","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CEBK&selected=CEBK",
"CEDC","Central European Distribution Corporation","11.18","802455680","1998","Consumer Non-Durables","Beverages (Production/Distribution)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CEDC&selected=CEDC",
"CETV","Central European Media Enterprises Ltd.","23.26","1323005540","1994","Consumer Services","Broadcasting","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CETV&selected=CETV",
"CFBK","Central Federal Corporation","1.405","5799840","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CFBK&selected=CFBK",
"CENT","Central Garden & Pet Company","9.78","150856500","1993","Consumer Durables","Consumer Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CENT&selected=CENT",
"CENTA","Central Garden & Pet Company","9.91","416586670","n/a","Consumer Durables","Consumer Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CENTA&selected=CENTA",
"CVCY","Central Valley Community Bancorp","6.9","65494800","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CVCY&selected=CVCY",
"CVBK","Central Virginia Bankshares, Inc.","1.45","3803350","1993","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CVBK&selected=CVBK",
"TRUE","Centrue Financial Corporation","0.5801","3508444.8","1999","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=TRUE&selected=TRUE",
"CENX","Century Aluminum Company","16.52","1535831360","1996","Basic Industries","Aluminum","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CENX&selected=CENX",
"CNBKA","Century Bancorp, Inc.","25.58","90527620","1987","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CNBKA&selected=CNBKA",
"CNTY","Century Casinos, Inc.","2.99","71188910","1977","Consumer Services","Hotels/Resorts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CNTY&selected=CNTY",
"CEPH","Cephalon, Inc.","79.85","6047040500","1991","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CEPH&selected=CEPH",
"CPHD","CEPHEID","30","1844250000","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPHD&selected=CPHD",
"CRDN","Ceradyne, Inc.","46.64","1157977920","1984","Consumer Durables","Miscellaneous manufacturing industries","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRDN&selected=CRDN",
"CRNT","Ceragon Networks Ltd.","11.9","408027200","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRNT&selected=CRNT",
"CERP","Cereplast, Inc.","4.78","62101760","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CERP&selected=CERP",
"CERN","Cerner Corporation","118.77","9903042600","1986","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CERN&selected=CERN",
"CERS","Cerus Corporation","2.7","128520000","1997","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CERS&selected=CERS",
"CEVA","CEVA, Inc.","29.41","647167050","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CEVA&selected=CEVA",
"CITZ","CFS Bancorp, Inc.","5.54","60491260","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CITZ&selected=CITZ",
"CHMP","Champion Industries, Inc.","1.5","14982000","1993","Miscellaneous","Publishing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHMP&selected=CHMP",
"CYOU","Changyou.com Limited","41.86","418893020","2009","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CYOU&selected=CYOU",
"CTHR","Charles & Colvard Ltd","2.8","53964400","1980","Consumer Durables","Consumer Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CTHR&selected=CTHR",
"CHRM","Charm Communications Inc.","10.9004","425802325.2","2010","Technology","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHRM&selected=CHRM",
"CHRS","Charming Shoppes, Inc.","4.4","509207600","1971","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHRS&selected=CHRS",
"GTLS","Chart Industries, Inc.","49.17","1420275450","2006","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GTLS&selected=GTLS",
"CHTR","Charter Communications, Inc.","58.26","6548132700","1999","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHTR&selected=CHTR",
"CHFN","Charter Financial Corp.","10.89","203338080","2010","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHFN&selected=CHFN",
"CHKP","Check Point Software Technologies Ltd.","54.07","11268188000","1996","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHKP&selected=CHKP",
"CHTP","Chelsea Therapeutics International, Ltd.","4.37","270271390","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHTP&selected=CHTP",
"CHFC","Chemical Financial Corporation","19.7","540784700","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHFC&selected=CHFC",
"CHKE","Cherokee Inc.","19.3","171692800","1983","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHKE&selected=CHKE",
"CHEV","Cheviot Financial Corp","8.97","79519050","2004","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHEV&selected=CHEV",
"CBNK","Chicopee Bancorp, Inc.","14.3256","85667088","n/a","Finance","Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBNK&selected=CBNK",
"CADC","China Advanced Construction Materials Group, Inc.","3.06","54244620","n/a","Basic Industries","Engineering & Construction","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CADC&selected=CADC",
"CAGC","China Agritech, Inc.","6.88","142883840","n/a","Basic Industries","Agricultural Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAGC&selected=CAGC",
"CALI","China Auto Logistics Inc.","1.99","36019000","n/a","Consumer Services","Motor Vehicles","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CALI&selected=CALI",
"CAAS","China Automotive Systems, Inc.","8.77","238333520","n/a","Capital Goods","Auto Parts:O.E.M.","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAAS&selected=CAAS",
"CBAK","China BAK Battery, Inc.","1.47","93515520","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBAK&selected=CBAK",
"CBPO","China Biologic Products, Inc.","14.13","342313380","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBPO&selected=CBPO",
"CABL","China Cablecom Holdings, Ltd.","0.3098","2072252.2","1986","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CABL&selected=CABL",
"CCCL","China Ceramics Co., Ltd.","5.1399","103214331.9","n/a","Capital Goods","Building Materials","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCCL&selected=CCCL",
"CCCLU","China Ceramics Co., Ltd.","6.24","43680","n/a","Capital Goods","Building Materials","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCCLU&selected=CCCLU",
"CCCLW","China Ceramics Co., Ltd.","0.87","2413380","n/a","Capital Goods","Building Materials","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCCLW&selected=CCCLW",
"CCGM","China CGame, Inc","1.4242","28540968","n/a","Consumer Services","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCGM&selected=CCGM",
"CDII","China Direct Industries, Inc.","1.25","43852500","n/a","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CDII&selected=CDII",
"CELM","China Electric Motor, Inc.","2.91","63851220","2010","Consumer Durables","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CELM&selected=CELM",
"JRJC","China Finance Online Co. Limited","5.18","114219000","2004","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JRJC&selected=JRJC",
"CFSG","China Fire & Security Group, Inc.","7.25","201956000","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CFSG&selected=CFSG",
"CHOP","China Gerui Advanced Materials Group Limited","4.86","288849240","n/a","Capital Goods","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHOP&selected=CHOP",
"GRRF","China Grentech Corporation Limited","3.08","72703400","2006","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GRRF&selected=GRRF",
"HGSH","China HGS Real Estate, Inc.","2.49","112174500","n/a","Finance","Real Estate","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HGSH&selected=HGSH",
"CHLN","China Housing & Land Development, Inc.","2.16","75770640","1984","Basic Industries","Homebuilding","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHLN&selected=CHLN",
"CNIT","China Information Technology, Inc.","2.6","135995600","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CNIT&selected=CNIT",
"CIIC","China Infrastructure Investment Corporation","0.38","30400000","n/a","Consumer Services","Transportation Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CIIC&selected=CIIC",
"CBEH","China Integrated Energy, Inc","1.84","72685520","n/a","Energy","Integrated oil Companies","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CBEH&selected=CBEH",
"CJJD","China Jo-Jo Drugstores, Inc.","2.38","32175220","n/a","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CJJD&selected=CJJD",
"HTHT","China Lodging Group, Limited","21.56","1299960200","2010","Consumer Services","Hotels/Resorts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=HTHT&selected=HTHT",
"CCME","China MediaExpress Holdings, Inc.","11.8799","438392069.8","n/a","Consumer Services","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCME&selected=CCME",
"CMED","China Medical Technologies, Inc.","12.06","389152080","2005","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CMED&selected=CMED",
"CHNG","China Natural Gas, Inc.","5.075","108209150","1998","Public Utilities","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHNG&selected=CHNG",
"CHNR","China Natural Resources, Inc.","13.23","300625290","n/a","Basic Industries","Precious Metals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHNR&selected=CHNR",
"NKBP","China Nuokang Bio-Pharmaceutical Inc.","4.25","84162750","2009","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=NKBP&selected=NKBP",
"CPSL","China Precision Steel, Inc.","1.53","71241390","n/a","Basic Industries","Steel/Iron Ore","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPSL&selected=CPSL",
"CRIC","China Real Estate Information Corporation","8.16","1183689600","1982","Finance","Real Estate","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRIC&selected=CRIC",
"CREG","China Recycling Energy Corporation","2.3509","91163200.2","1996","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CREG&selected=CREG",
"CRTP","China Ritar Power Corp.","1.6","34974400","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRTP&selected=CRTP",
"CPGI","China Shengda Packaging Group, Inc.","2.02","79701120","2010","Consumer Durables","Containers/Packaging","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CPGI&selected=CPGI",
"CSKI","China Sky One Medical, Inc.","3.37","56585670","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CSKI&selected=CSKI",
"CSUN","China Sunergy Co., Ltd.","3.34","148790320","2007","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CSUN&selected=CSUN",
"CNTF","China TechFaith Wireless Communication Technology Limited","5.06","219320640","2005","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CNTF&selected=CNTF",
"CTDC","China Technology Development Group Corporation","1.99","44625750","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CTDC&selected=CTDC",
"CTFO","China TransInfo Technology Corp.","4.61","116494700","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CTFO&selected=CTFO",
"CVVT","China Valves Technology, Inc.","3.83","140446100","n/a","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CVVT&selected=CVVT",
"CWS           ","China Wind Systems, Inc.","2.33","43237810","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CWS           &selected=CWS           ",
"CXDC","China XD Plastics Company Limited","4.48","213373440","n/a","Capital Goods","Containers/Packaging","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CXDC&selected=CXDC",
"CNYD","China Yida Holding, Co.","6.31","123373120","n/a","Consumer Services","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CNYD&selected=CNYD",
"CHBT","China-Biotics, Inc.","10.74","237891000","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHBT&selected=CHBT",
"CCIH","ChinaCache International Holdings Ltd.","14.97","361001550","2010","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CCIH&selected=CCIH",
"CAST","ChinaCast Education Corporation","6.02","299669580","1994","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CAST&selected=CAST",
"CEDU","ChinaEdu Corporation","6.97","128359520","2007","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CEDU&selected=CEDU",
"CNET","ChinaNet Online Holdings, Inc.","2.99","51066210","1996","Technology","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CNET&selected=CNET",
"CHDX","Chindex International, Inc.","15.4","235835600","1994","Health Care","Medical Specialities","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHDX&selected=CHDX",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","8.015","221422390","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IMOS&selected=IMOS",
"CHSCP","CHS Inc","29.4","360796800","n/a","Consumer Services","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHSCP&selected=CHSCP",
"CHDN","Churchill Downs, Incorporated","40.53","676648350","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHDN&selected=CHDN",
"CHYR","Chyron Corporation","2","32444000","n/a","Miscellaneous","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CHYR&selected=CHYR",
"CIEN","CIENA Corporation","27.14","2539544080","1997","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CIEN&selected=CIEN",
"DFR","CIFC Deerfield Corp.","6.24","126391200","2005","Finance","Finance: Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DFR&selected=DFR",
"CIMT","Cimatron, Limited","3.2001","29751329.7","1996","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CIMT&selected=CIMT",
"CINF","Cincinnati Financial Corporation","31.22","5088953660","n/a","Finance","Property-Casualty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CINF&selected=CINF",
"CIDM","Cinedigm Digital Cinema Corp","2.31","74220300","n/a","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CIDM&selected=CIDM",
"CTAS","Cintas Corporation","31.08","4515955080","1983","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CTAS&selected=CTAS",
"CRUS","Cirrus Logic, Inc.","16.21","1097044170","1989","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CRUS&selected=CRUS",
"CSCO","Cisco Systems, Inc.","17.47","96574072650","1990","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CSCO&selected=CSCO",
"CTRN","Citi Trends, Inc.","21.38","317108160","1995","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CTRN&selected=CTRN",
"CZNC","Citizens & Northern Corp","16.75","204031750","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=CZNC&selected=CZNC",
